series_id,year,raw_ring_width,fitted_growth,rwi
5TANA,1963,37,114.09939555936306,0.32427866789837484
5TANA,1964,84,112.7481528569009,0.7450232919257858
5TANA,1965,45,111.4176268640496,0.40388582369384374
5TANA,1966,116,110.10749996055019,1.0535158825834843
5TANA,1967,93,108.81745939576975,0.8546422652798614
5TANA,1968,29,107.54719721404227,0.2696490541011841
5TANA,1969,43,106.29641018115413,0.40452918331595455
5TANA,1970,25,105.06479971195671,0.23794839059836823
5TANA,1971,38,103.8520717990888,0.3659050738392049
5TANA,1972,33,102.65793694279176,0.32145590475279007
5TANA,1973,49,101.48211008180085,0.4828437244801371
5TANA,1974,70,100.324310525296,0.6977371649352132
5TANA,1975,75,99.18426188589582,0.7561683534660163
5TANA,1976,49,98.06169201367914,0.4996854428451503
5TANA,1977,44,96.95633293121787,0.45381254292294854
5TANA,1978,20,95.86792076960607,0.2086203585041222
5TANA,1979,25,94.79619570546981,0.2637236633174034
5TANA,1980,40,93.74090189894252,0.42670807715421855
5TANA,1981,32,92.70178743259162,0.34519291252360046
5TANA,1982,20,91.67860425128121,0.21815340845702827
5TANA,1983,25,90.67110810295706,0.2757217874916946
5TANA,1984,20,89.6790584803391,0.2230175064157785
5TANA,1985,21,88.7022185635082,0.23674717882016236
5TANA,1986,71,87.74035516337294,0.8092057510799641
5TANA,1987,154,86.79323866600329,1.7743317609407452
5TANA,1988,114,85.86064297781759,1.327732894213852
5TANA,1989,110,84.94234547161007,1.2949960280619381
5TANA,1990,100,84.03812693340572,1.1899360879287915
5TANA,1991,20,83.14777151013004,0.24053561071764099
5TANA,1992,75,82.27106665808104,0.9116206103380229
5TANA,1993,124,81.40780309219123,1.5231955081698338
5TANA,1994,114,80.55777473606766,1.415133429063793
5TANA,1995,113,79.72077867279772,1.4174472688455788
5TANA,1996,203,78.8966150965093,2.572987443779214
5TANA,1997,180,78.08508726467352,2.305177676114781
5TANA,1998,117,77.28600145113887,1.5138575913254975
